Date,Close,High,Low,Open,Volume
2017-04-04,33.54452896118164,33.57233292308607,33.17379296965375,33.192330122790196,79565600
2017-04-05,33.3707389831543,33.704400586971246,33.32207852609783,33.417080086884525,110871600
2017-04-06,33.28734588623047,33.48661594783003,33.238685396569274,33.43332028401016,84596000
2017-04-07,33.213172912597656,33.40780765746359,33.19695511832517,33.303539296685365,66688800
2017-04-10,33.17378234863281,33.3382973202968,33.111219918777564,33.27341907289111,75733600
2017-04-11,32.81696319580078,33.21550315774776,32.45317818697687,33.12050157174401,121517600
2017-04-12,32.856353759765625,32.93744983000208,32.67330157593939,32.81001264311614,81400000
2017-04-13,32.682579040527344,32.99075266000285,32.682579040527344,32.8818490675716,71291600
2017-04-17,32.86330032348633,32.874886484988075,32.64085804369308,32.78220072857418,66328400
2017-04-18,32.71732711791992,32.91196193065789,32.69647414561241,32.765987588904714,58790000
2017-04-19,32.596824645996094,32.9026822627089,32.543532559059486,32.87487831049836,69313600
2017-04-20,33.0046501159668,33.11586951201463,32.708062702772,32.72196468532787,93278400
2017-04-21,32.965248107910156,33.060246133009926,32.867930729486275,33.00463822282461,69283600
2017-04-24,33.28270721435547,33.35453649605751,33.176119433519105,33.25026806985772,68537200
2017-04-25,33.488922119140625,33.57465337056667,33.33599323637989,33.345263582026504,75486000
2017-04-26,33.29197311401367,33.505148669846136,33.22246318885252,33.47502534520865,80164800
2017-04-27,33.31745529174805,33.40319007674488,33.206235895828826,33.34757861098484,56985200
2017-04-28,33.285011291503906,33.435624330084664,33.196964236413955,33.386963862703105,83441600
2017-05-01,33.96391677856445,34.107575274268,33.58854920690039,33.62098833611086,134411600
2017-05-02,34.179412841796875,34.31380456283851,34.0241681473869,34.18636383291965,181408800
2017-05-03,34.07515335083008,34.17479014231526,33.42868625813968,33.734540554332455,182788000
2017-05-04,33.95234298706055,34.093685716314006,33.78551210874166,33.950027168273216,93487600
2017-05-05,34.51538848876953,34.520020125056426,34.00562564919355,34.00562564919355,109310800
2017-05-08,35.453819274902344,35.61369916990989,34.53161775666917,34.53161775666917,195009600
2017-05-09,35.68089294433594,35.88711394446429,35.55576802458107,35.65308544238985,156521600
2017-05-10,35.51173400878906,35.66929802915871,35.24526996841705,35.59746877665496,103222800
2017-05-11,35.81886291503906,35.846785196888355,35.437291531583206,35.469864568578416,109020400
2017-05-12,36.31910705566406,36.393558212787,35.98639335140151,35.993373036438165,130108000
2017-05-15,36.226016998291016,36.44704850933714,36.074785846047284,36.29814273398245,104038800
2017-05-16,36.172489166259766,36.3097608969661,35.997990120388,36.28184218568811,80194000
2017-05-17,34.95799255371094,35.963109251694405,34.83235474155996,35.737423425069245,203070800
2017-05-18,35.49079895019531,35.676932087203,35.162743245810425,35.1953162785222,134272800
2017-05-19,35.61178970336914,35.82584159048891,35.51174521762394,35.68624438594715,107843200
2017-05-22,35.82816696166992,35.96543877507769,35.57688775820464,35.83049233894665,91865600
2017-05-23,35.7839469909668,36.03987685635827,35.669939642171336,36.03987685635827,79675600
2017-05-24,35.67694091796875,35.87005378477157,35.521055397820845,35.79327371361899,76712000
2017-05-25,35.80024337768555,35.91192538639311,35.6048051877386,35.76767034602772,76942400
2017-05-26,35.739749908447266,35.886330318989245,35.66994954389423,35.83048931730801,87710400
2017-05-30,35.75370788574219,35.930532392255856,35.67460246573822,35.69554150923447,80507600
2017-05-31,35.54198455810547,35.87004380259124,35.45357407214753,35.82351140731956,97804800
2017-06-01,35.63969421386719,35.67459616372262,35.41633735564272,35.63736883728746,65616400
2017-06-02,36.1678466796875,36.1678466796875,35.57222364323018,35.73276338590834,111082800
2017-06-05,35.814208984375,35.935196073134954,35.70485943418587,35.909602718785635,101326800
2017-06-06,35.93518829345703,36.251613537729305,35.77930282351177,35.807221549414194,106499600
2017-06-07,36.149253845214844,36.29118000600736,35.94218159915973,36.06782301373429,84278400
2017-06-08,36.06083297729492,36.18879618291383,35.923557611861945,36.121324739045576,85003200
2017-06-09,34.66250991821289,36.10736443213875,33.9738219324976,36.10736443213875,259530800
2017-06-12,33.8342170715332,33.99010253275628,33.15715960473019,33.90867173669913,289229200
2017-06-13,34.1064338684082,34.306526334991915,33.77139498945931,34.23905490390617,136661600
2017-06-14,33.77373504638672,34.31817162899658,33.46661478940997,34.31817162899658,126124800
2017-06-15,33.57130813598633,33.61551515521038,33.087366952360576,33.345625835548326,128661600
2017-06-16,33.10131072998047,33.62015362930614,33.085022446275204,33.4526342407018,201444400
2017-06-19,34.048282623291016,34.14135099223649,33.42474052723505,33.42474052723505,130165600
2017-06-20,33.73883819580078,34.17159636429919,33.722553449507586,34.17159636429919,99600400
2017-06-21,33.93891906738281,33.98545501263646,33.64576178333343,33.857488263577295,85063200
2017-06-22,33.883079528808594,34.13202977966742,33.76441784598405,33.91565255836566,76425200
2017-06-23,34.03430938720703,34.239056165261644,33.762091175581055,33.76674547968061,141757600
2017-06-26,33.92729187011719,34.49964712935717,33.82491846109683,34.24138822939927,102769600
2017-06-27,33.441017150878906,34.00639626054493,33.415423799409346,33.73882875878233,99047600
2017-06-28,33.92960739135742,33.994753441774456,33.30839098547059,33.61783650004825,88329600
2017-06-29,33.42938232421875,33.7667501897156,33.10365199569099,33.66903109115727,125997600
2017-06-30,33.50848388671875,33.72719000897208,33.45264289267741,33.60852834040843,92096400
2017-07-03,33.387508392333984,33.806307117050295,33.29444358692803,33.708588006315615,57111200
2017-07-05,33.524784088134766,33.6876492914702,33.20603336516433,33.43171927199885,86278400
2017-07-06,33.208351135253906,33.38750459297796,33.13390000944032,33.2758261291604,96515200
2017-07-07,33.54570770263672,33.67832873230761,33.247896167810374,33.247896167810374,76806800
2017-07-10,33.750465393066406,33.95753759840025,33.35726003064497,33.52943382223506,84362400
2017-07-11,33.85981750488281,33.93427218563015,33.59225354011056,33.673684353209055,79127200
2017-07-12,33.9086799621582,34.01104982630314,33.694628073172915,33.93892407079877,99538000
2017-07-13,34.3809814453125,34.548500886971,33.838870411916766,33.85282977368935,100797600
2017-07-14,34.67647171020508,34.74394670723084,34.278615611252704,34.42752141995793,80528400
2017-07-17,34.79746627807617,35.10923732743198,34.56712960812007,34.6252960076355,95174000
2017-07-18,34.91844177246094,34.930075758534684,34.590382536229406,34.7136949781841,71475200
2017-07-19,35.13713836669922,35.23020312957163,34.88818462321616,35.01149703160902,83692000
2017-07-20,34.97893142700195,35.304665266514775,34.94403302107274,35.24882426683415,68974800
2017-07-21,34.962650299072266,35.00220301327557,34.63924535334479,34.897504234479264,105010400
2017-07-24,35.3860969543457,35.46753130382192,34.876558913791825,35.0347733084386,85972800
2017-07-25,35.537330627441406,35.79326055365812,35.31862448399851,35.31862448399851,75415600
2017-07-26,35.70485305786133,35.81420258852235,35.61178471766851,35.679259708082576,63124000
2017-07-27,35.03011703491211,35.82816154425739,34.271628784650346,35.77232054631047,129905200
2017-07-28,34.78350067138672,34.95334553345337,34.71137491695546,34.87424009634777,68854800
2017-07-31,34.604347229003906,34.976613539533545,34.464750025201276,34.87656550412341,79383600
2017-08-01,34.91146469116211,34.95101740660357,34.529893350803725,34.69043314007424,141474400
2017-08-02,36.561058044433594,37.168315166628524,36.333046839030644,37.05896209307738,279747200
2017-08-03,36.19578170776367,36.57735307186901,36.06781494384535,36.540125731421035,108389200
2017-08-04,36.38656234741211,36.62155325627429,36.22369718531979,36.31211122339602,82239600
2017-08-07,36.94960403442383,36.975197379040154,36.45170005295538,36.542439447469,87481200
2017-08-08,37.245094299316406,37.65225893123959,36.823970305186876,36.90075034751565,144823600
2017-08-09,37.473106384277344,37.52196770334755,37.0194093508851,37.0543077572253,104526000
2017-08-10,36.27952575683594,37.37267478346706,36.118355526570475,37.34931543607299,163217200
2017-08-11,36.78404998779297,37.03865401463654,36.45470603734179,36.57850272339743,105028400
2017-08-14,37.33763885498047,37.42172751474677,37.08070029343457,37.213842156454525,88490800
2017-08-15,37.74639129638672,37.88653664504959,37.40536417611742,37.526826329599835,117862000
2017-08-16,37.59457778930664,37.95896083174026,37.407713685353514,37.825822518913974,110686400
2017-08-17,36.87281036376953,37.538512468065775,36.86813778210182,37.49413185256129,111762400
2017-08-18,36.78872299194336,37.25588137914264,36.606531506066496,36.87281164420466,109712400
2017-08-21,36.72099304199219,36.879825210744755,36.23047522364687,36.78872945181048,105474000
2017-08-22,37.321285247802734,37.372672958251194,36.91018712835087,36.95923676569251,86418400
2017-08-23,37.36798858642578,37.482443644338304,37.11105367938328,37.15543428478068,77596400
2017-08-24,37.202152252197266,37.54551388813947,37.033974978913946,37.47310135770041,79275600
2017-08-25,37.339969635009766,37.503474355966645,37.20215876764151,37.290916436654896,101920400
2017-08-28,37.716033935546875,37.83983062715919,37.356319969471436,37.40537316998564,103864000
2017-08-29,38.05238342285156,38.10143305261358,37.37266718306706,37.39602652571059,118067600
2017-08-30,38.15515899658203,38.28129018066309,37.98230912700733,38.26026891067213,109078400
2017-08-31,38.30698776245117,38.42844994111937,38.18552558378298,38.22289911016329,107140400
2017-09-01,38.31867218017578,38.52655754572336,38.22056933438058,38.49385659712495,66364400
2017-09-05,37.85851287841797,38.36537925734849,37.50347153664777,38.24858967056813,117874000
2017-09-06,37.81880569458008,38.07107163537819,37.494130778616245,38.00566975044558,86606800
2017-09-07,37.66698455810547,37.89589476489101,37.45676468116117,37.860855742642876,87714000
2017-09-08,37.052669525146484,37.64128654119942,37.0293101795624,37.57355014162275,114446000
2017-09-11,37.7230339050293,37.851503154374996,37.34697131920014,37.48945474772262,126323200
2017-09-12,37.57353210449219,38.297628700368186,37.08535266770216,37.98229550703709,286856000
2017-09-13,37.290916442871094,37.36332898600428,36.88449093130132,37.34230415005691,179629600
2017-09-14,36.970909118652344,37.23251663703886,36.92652850803996,37.13675189028781,95042800
2017-09-15,37.344642639160156,37.59924310496796,36.90551261436456,37.01529512056346,196458400
2017-09-18,37.06200408935547,37.489454370623264,36.90550648323038,37.398358642755376,113077600
2017-09-19,37.07601547241211,37.318939771163755,37.008279090802105,37.258206914408454,83242400
2017-09-20,36.4547004699707,36.96623582608519,35.931481879131866,36.88214718763136,211805600
2017-09-21,35.82870864868164,36.391635302280676,35.67921812284365,36.391635302280676,150046800
2017-09-22,35.47833251953125,35.567093725967766,35.16767186113797,35.39657840158871,186581600
2017-09-25,35.16535186767578,35.46433298060672,34.84067689828347,35.0345480762855,177549200
2017-09-26,35.77031326293945,35.95250472690289,35.43162418578359,35.45264545528663,146640000
2017-09-27,36.02491760253906,36.139372689130724,35.8637473906101,35.92448026127064,102016800
2017-09-28,35.803016662597656,36.03659584414599,35.66754030960337,35.945500105907556,88022000
2017-09-29,35.99922180175781,36.001559874586356,35.504035084523316,35.78666745834996,105199200
2017-10-02,35.92680358886719,36.07629408190315,35.67220320550093,36.03191347919748,74795200
2017-10-03,36.08330154418945,36.225784950288684,35.95016329882745,35.97351907240146,64921200
2017-10-04,35.849735260009766,35.93849649812267,35.611487037921144,35.88477427911866,80655200
2017-10-05,36.29587173461914,36.30755140744281,35.98287646210498,36.013239334483636,85135200
2017-10-06,36.27484893798828,36.31922955437219,36.10199905421293,36.19776737755342,69630400
2017-10-09,36.40098190307617,36.60886724982694,36.31923132104002,36.39397481216267,65051600
2017-10-10,36.41498947143555,36.90550713111069,36.228128995497514,36.4523629922772,62468000
2017-10-11,36.56681823730469,36.66725556539255,36.379954196342354,36.43134189671038,67622400
2017-10-12,36.4383544921875,36.75835684944804,36.375287111454575,36.52010863625373,64500400
2017-10-13,36.66959762573242,36.73733402132811,36.53412127040553,36.60886475643748,65576800
2017-10-16,37.344642639160156,37.372671001888165,36.82375847089367,36.882153269334125,96486000
2017-10-17,37.482444763183594,37.57587499323616,37.19280534740493,37.32127458682832,75989200
2017-10-18,37.31660461425781,37.53850766337808,37.27923465810577,37.470767712340816,65496800
2017-10-19,36.43368148803711,36.69062002572236,36.20944745890783,36.613538464416784,170336800
2017-10-20,36.49674987792969,36.847118676757816,36.42901347837597,36.58083853221387,95896400
2017-10-23,36.478057861328125,36.83309919097144,36.321560248084054,36.64623514567837,87937200
2017-10-24,36.69528579711914,36.77002927157843,36.485062424174004,36.506083692228025,71028800
2017-10-25,36.534114837646484,36.80039491974556,36.26783475554741,36.65090440986774,84828400
2017-10-26,36.76771926879883,36.86582214923798,36.62056316607142,36.72567314053213,68002000
2017-10-27,38.085086822509766,38.21355608707146,37.06901594222741,37.20682680596836,177816800
2017-10-30,38.94232940673828,39.25766279205069,38.24159171860955,38.28129975990717,178803200
2017-10-31,39.48422622680664,39.62670968074788,38.993712047436944,39.2179460825386,144187200
2017-11-01,38.982032775878906,39.694450052917546,38.683051683242326,39.67809779803572,134551200
2017-11-02,39.266998291015625,39.35809403375087,38.6059687469068,38.9142949925557,165573600
2017-11-03,40.292415618896484,40.70351376473074,39.970075153421774,40.64278445036515,237594400
2017-11-06,40.701168060302734,40.87401791937199,40.11021307890518,40.262038105126024,140105200
2017-11-07,40.83198165893555,40.934757082929046,40.54935280708937,40.6217617928659,97446000
2017-11-08,41.165992736816406,41.165992736816406,40.719855682623354,40.79693723367256,97638000
2017-11-09,41.08190155029297,41.13328924780806,40.44189340387275,40.90204460899016,117930400
2017-11-10,40.94594192504883,41.112380889823314,40.85217581164919,41.049086795957194,100582000
2017-11-13,40.7818489074707,40.90609061573516,40.64822844181956,40.67167175833839,67928400
2017-11-14,40.165340423583984,40.66699681338562,40.12783253462052,40.563851907210655,99130000
2017-11-15,39.63554000854492,39.926220673335955,39.471447527190236,39.8441726441847,116632400
2017-11-16,40.10907745361328,40.28957744125859,39.92154160778363,40.12782781894237,94550000
2017-11-17,39.88637924194336,40.1770600009008,39.76682687614462,40.09501194516997,87598000
2017-11-20,39.84651565551758,39.98247901957363,39.74806016643171,39.919184927679915,65049600
2017-11-21,40.5872688293457,40.718542778372765,40.03404034634107,40.03404034634107,100525200
2017-11-22,41.01392364501953,41.02329882517969,40.56618278223153,40.63885205355306,102355600
2017-11-24,41.01626968383789,41.14051139791506,40.94125392902628,41.04674528134861,56106800
2017-11-27,40.80998992919922,41.04206595341523,40.634175734870134,41.03503367179798,82867200
2017-11-28,40.57087707519531,40.992828195521916,40.28722865795972,40.859211294604684,105715200
2017-11-29,39.72930908203125,40.53571056706128,39.18545916369933,40.46773066862532,166665600
2017-11-30,40.28488540649414,40.352865306904945,39.485516178185506,39.95200745374328,166108800
2017-12-01,40.09735107421875,40.242689638583734,39.499582200892725,39.839488869427655,159037200
2017-12-04,39.80432891845703,40.46538833955485,39.76447813570898,40.43256983747125,130169600
2017-12-05,39.766822814941406,40.207531500009885,39.47614208566985,39.63085942110222,109400800
2017-12-06,39.61912536621094,39.89808434759984,39.02136020831757,39.26515421886437,114240000
2017-12-07,39.69181442260742,39.95436247613136,39.59570180410349,39.62383093070993,102693200
2017-12-08,39.703521728515625,40.08562562027966,39.574594215271944,39.966073287709925,93420800
2017-12-11,40.47710037231445,40.52867280288643,39.56755413526053,39.663666717412646,141095200
2017-12-12,40.24971008300781,40.411459638725866,40.19345185628659,40.35519783505737,77636800
2017-12-13,40.383338928222656,40.68104831176175,40.320044833043944,40.437254265698144,95273600
2017-12-14,40.37162399291992,40.584946054344016,40.23800350050639,40.413817678767174,81906000
2017-12-15,40.7818489074707,40.82873196356048,40.427877720502835,40.7021473544233,160677200
2017-12-18,41.356178283691406,41.53902472350812,40.99048540405797,40.99517478319252,117684400
2017-12-19,40.91546630859375,41.11472377065563,40.80997853683367,41.030332837857976,109745600
2017-12-20,40.87092971801758,41.121756038488414,40.61306754094667,40.99282494995297,93902400
2017-12-21,41.02565002441406,41.26241540048608,40.81233154585462,40.82873900869065,83799600
2017-12-22,41.02565002441406,41.12176263099877,40.90609767421381,40.9482913588909,65397600
2017-12-26,39.984840393066406,40.1958160087106,39.77620410217606,40.03875574782896,132742000
2017-12-27,39.99187088012695,40.0340645705823,39.78323817555005,39.87466141515231,85992800
2017-12-28,40.10439682006836,40.28490042402797,39.96374401078434,40.08564287370052,65920800
2017-12-29,39.670711517333984,39.98952138106239,39.668368615913096,39.97311391721872,103999600
2018-01-02,40.38100051879883,40.39037927837602,39.67774378235682,39.88872294945866,102223600
2018-01-03,40.37395477294922,40.917808184692305,40.310664263179795,40.44428113852945,118071600
2018-01-04,40.56150436401367,40.664649258385666,40.33880711131893,40.446637808563274,89738400
2018-01-05,41.0233039855957,41.11003782654181,40.56618788514586,40.65761110523582,94640000
2018-01-08,40.87092971801758,41.16629619425048,40.772470648992005,40.87092971801758,82271200
2018-01-09,40.866241455078125,41.03736622619869,40.65057652697938,40.91781389190044,86336000
2018-01-10,40.85686111450195,40.85920759232445,40.55446236207534,40.59197023775632,95839600
2018-01-11,41.08893585205078,41.138165384539846,40.903746533911104,40.9271862728053,74670800
2018-01-12,41.51323699951172,41.576531096215895,41.175673253020285,41.29991496847226,101672400
2018-01-16,41.302268981933594,42.05240879047136,41.29054732085747,41.703123321316056,118263600
2018-01-17,41.98441696166992,42.019578357968626,41.0397092936689,41.29287850091504,137547200
2018-01-18,42.02193832397461,42.218852954058185,41.78517647986893,42.04772455071477,124773600
2018-01-19,41.834388732910156,42.09693669519118,41.58824822979784,41.86955012894861,129700400
2018-01-22,41.49214553833008,41.67499199522446,41.398379408570904,41.56247192412374,108434400
2018-01-23,41.50151824951172,42.064125725414605,41.4499493850786,41.562469449479835,130756400
2018-01-24,40.840457916259766,41.56246850219612,40.601349655027036,41.55074684270415,204420400
2018-01-25,40.11142349243164,41.01159133048376,39.97546008299423,40.908446428362346,166116000
2018-01-26,40.20518112182617,40.32004766158672,39.865274458673376,40.32004766158672,156572000
2018-01-29,39.37300109863281,39.88872197739946,39.164368414983855,39.88872197739946,202561600
2018-01-30,39.14091873168945,39.23468484824336,38.60878689902846,38.803354988978484,184192800
2018-01-31,39.248756408691406,39.48552179718533,39.03074853919166,39.117482391321836,129915600
2018-02-01,39.3307991027832,39.527710102026376,39.09169084544609,39.18780344398676,188923200
2018-02-02,37.624237060546875,39.101076987659056,37.530470922328185,38.91354113427278,346375200
2018-02-05,36.684207916259766,38.4165631120856,36.56934138957845,37.29604127104793,290954000
2018-02-06,38.217308044433594,38.37905763685267,36.100505937010205,36.29507402811228,272975200
2018-02-07,37.39918899536133,38.30404607461317,37.28901540532446,38.23137678935655,206434400
2018-02-08,36.370086669921875,37.74143850604499,36.34195754982027,37.57499953256489,217562000
2018-02-09,36.814945220947266,37.16329865334211,35.362684244764615,36.970293332303825,282690400
2018-02-12,38.297821044921875,38.575561481690826,37.07386966689443,37.30689192518345,243278000
2018-02-13,38.68146896362305,38.77797343170304,38.048310583021724,38.11892369604445,130196800
2018-02-14,39.394649505615234,39.434662760544875,38.33781974683445,38.375476956953584,162579600
2018-02-15,40.71746063232422,40.740995941616454,39.77831451733618,39.96425890433248,204588800
2018-02-16,40.58565902709961,41.148208025020445,40.43031444995656,40.569184665197426,160704400
2018-02-20,40.44913101196289,41.016381132422566,40.34791805494303,40.49620521896972,135722000
2018-02-21,40.265541076660156,40.983430849870615,40.25141558148277,40.67979914689796,149886400
2018-02-22,40.60212326049805,40.94341575220747,40.416178884970336,40.43736173948644,123967600
2018-02-23,41.308258056640625,41.34356282349474,40.84692208439462,40.87752194335668,135249600
2018-02-26,42.12499237060547,42.223849271436976,41.4753597687707,41.508312069047875,152648800
2018-02-27,41.988487243652344,42.480419442055016,41.93435207517368,42.15560483965056,155712400
2018-02-28,41.924930572509766,42.51336718436975,41.90845621497436,42.19325752385664,151128400
2018-03-01,41.1905632019043,42.31565372661089,40.63978739020082,42.023787871542986,195208000
2018-03-02,41.47536087036133,41.49654372291683,40.590350053929036,40.67273260257573,153816000
2018-03-05,41.61893844604492,41.83548264680158,41.0775761483876,41.239985196837935,113605600
2018-03-06,41.583641052246094,41.95553344872215,41.4565403152002,41.875506925710575,95154000
2018-03-07,41.1976203918457,41.39062930858743,41.018736969513085,41.17643753752969,126814000
2018-03-08,41.64719009399414,41.689555805988924,41.207040658898826,41.30354153339762,95096400
2018-03-09,42.36272430419922,42.36743280236171,41.75310488306619,41.88727014420893,128740800
2018-03-12,42.77227783203125,42.92997840234038,42.416863435501575,42.43569024525722,128828400
2018-03-13,42.36037826538086,43.191250536054305,42.188555767514984,42.97705873137369,126774000
2018-03-14,42.000247955322266,42.48982759809608,41.85196079476881,42.44275339219184,117473600
2018-03-15,42.049686431884766,42.423934914099554,41.91317227385684,42.014381665417666,90975200
2018-03-16,41.90139389038086,42.16030383619884,41.807241880648185,42.04967746947042,157618800
2018-03-19,41.26118469238281,41.77194734881328,40.87517033680005,41.73664258122725,133787200
2018-03-20,41.24706268310547,41.614246631221235,41.17644955657563,41.24706268310547,78597600
2018-03-21,40.3126106262207,41.21173977252435,40.310254581530835,41.19997032366961,148219600
2018-03-22,39.74302291870117,40.64450493598078,39.684179238686234,40.0137024101566,165963200
2018-03-23,38.82269287109375,39.99485754775119,38.82269287109375,39.63473464352793,164115200
2018-03-26,40.66567611694336,40.743350176373866,39.175754267573126,39.55941606646361,150164800
2018-03-27,39.62296676635742,41.22586751967293,39.288735202377374,40.87986650516944,163690400
2018-03-28,39.18516540527344,40.01839356438432,38.88153372827884,39.366404866791264,166674000
2018-03-29,39.491153717041016,40.425591251933724,39.28402290078317,39.4982146683651,153594000
2018-04-02,39.23224639892578,39.76419542631413,38.71207041431438,39.222832992849405,150347200
2018-04-03,39.63473129272461,39.71946629782122,38.8085676866813,39.45820033140096,121112000
2018-04-04,40.39263916015625,40.4867875726584,38.782677602260065,38.80856895442792,138422000
2018-04-05,40.67274475097656,41.00932881388538,40.503274696851165,40.620962034908665,107732800
2018-04-06,39.632389068603516,40.59742308466145,39.59001975935393,40.24200861708244,140021200
2018-04-09,40.025455474853516,40.74099275056252,39.978381268424144,39.98544221981196,116070800
2018-04-10,40.77865219116211,40.955183153028614,40.373807564625736,40.71980853720661,113634400
2018-04-11,40.5880126953125,40.93636623583611,40.4138341292843,40.53858242943531,89726400
2018-04-12,40.98814010620117,41.19056244243671,40.729226562807334,40.816317622784545,91557200
2018-04-13,41.12700653076172,41.388272503790546,40.91987930647764,41.138775980120656,100497200
2018-04-16,41.38357162475586,41.470659093730326,41.1505494342852,41.19762364477054,86313600
2018-04-17,41.95317459106445,42.11793611080051,41.52243859491263,41.541268995958426,106421600
